,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
6360,,24.0,4.534090909090909,1.1022727272727273,1329.0,,34.14,
6361,3.4777,33.0,4.345415778251599,,1546.0,3.29637526652452,,-117.97
6362,,37.0,4.989655172413793,,,4.410344827586207,34.13,
6363,3.6806,29.0,4.709821428571429,,1890.0,4.21875,,-117.98
6364,6.4576,33.0,5.661327231121281,1.080091533180778,1268.0,2.9016018306636155,34.15,-117.97
6365,4.9968,35.0,6.1562115621156215,1.0430504305043051,2112.0,2.5977859778597785,34.17,-117.97
6366,6.101,,6.496815286624204,0.9936305732484076,398.0,,,-118.0
6367,5.532,47.0,,0.9818181818181818,753.0,2.7381818181818183,34.16,-118.01
6368,6.5254,38.0,,,1063.0,2.4324942791762014,,-117.99
6369,4.2407,,5.6943620178041545,1.032640949554896,1851.0,2.7462908011869436,34.16,-117.99
6370,4.8059,52.0,6.572815533980583,1.1019417475728155,,2.5776699029126213,,
6371,,48.0,5.302469135802469,1.0385802469135803,1540.0,2.376543209876543,34.15,-118.0
6372,3.9125,52.0,5.088838268792711,1.0751708428246014,986.0,2.2460136674259683,34.15,-118.01
6373,3.875,44.0,5.599537037037037,,1045.0,2.4189814814814814,34.15,-118.02
6374,9.4667,32.0,7.325757575757576,1.0378787878787878,1558.0,2.9507575757575757,34.17,-118.02
6375,6.6888,,6.482213438735178,0.9446640316205533,693.0,2.739130434782609,,-118.03
6376,4.1797,,,1.0599250936329587,674.0,2.5243445692883895,34.15,
6377,3.6,44.0,6.094086021505376,,980.0,2.6344086021505375,,-118.02
6378,7.2419,38.0,7.173684210526316,1.0473684210526315,1059.0,2.786842105263158,34.17,-118.06
6379,5.0482,45.0,,1.0411899313501145,1036.0,2.3707093821510297,,-118.05
6380,4.0385,52.0,5.053619302949062,1.0750670241286864,764.0,2.0482573726541555,34.17,-118.04
6381,5.2865,37.0,6.169291338582677,1.047244094488189,,,,-118.04
6382,5.9582,,,1.008097165991903,633.0,2.562753036437247,34.16,-118.04
6383,,36.0,5.3903448275862065,1.0096551724137932,,2.3282758620689656,,-118.05
6384,3.5694,41.0,,1.0819423368740515,1236.0,1.8755690440060697,34.16,-118.05
6385,,46.0,5.49438202247191,1.1161048689138577,816.0,3.056179775280899,34.16,-118.06
6386,4.8214,34.0,5.575242718446602,1.016990291262136,909.0,2.2063106796116503,,-118.06
6387,4.125,35.0,5.754414125200642,,1401.0,2.248796147672552,34.16,-118.07
6388,7.1615,36.0,,,,2.9644444444444447,,-118.03
6389,9.8098,39.0,8.079881656804734,1.0828402366863905,1034.0,3.059171597633136,34.16,
6390,8.2004,32.0,8.2491961414791,1.0691318327974277,1877.0,3.017684887459807,34.15,-118.05
6391,,37.0,,,,3.084070796460177,,-118.06
6392,8.9728,39.0,,,862.0,2.844884488448845,34.14,-118.05
6393,,40.0,5.097041420118344,,,2.093491124260355,,-118.06
6394,7.0315,42.0,,1.0527777777777778,1179.0,3.275,34.14,
6395,8.4889,40.0,,0.979328165374677,1151.0,2.9741602067183464,34.14,-118.06
6396,4.7308,44.0,5.950617283950617,1.02880658436214,721.0,2.9670781893004117,34.14,-118.03
6397,4.645,22.0,5.712585034013605,1.0935374149659864,1227.0,2.086734693877551,34.13,-118.04
6398,3.3621,,5.16271186440678,1.0542372881355933,676.0,2.2915254237288134,34.15,-118.04
6399,15.0001,35.0,8.586206896551724,,268.0,9.241379310344827,,-118.04
6400,,23.0,,1.091317365269461,,2.2080838323353293,,-118.05
6401,3.292,28.0,,1.0519956060051263,5359.0,1.9622848773343098,34.13,-118.06
6402,2.6316,34.0,5.4120603015075375,,478.0,2.4020100502512562,,-118.02
6403,3.9464,32.0,,1.0764617691154423,1803.0,2.7031484257871066,34.13,-118.02
6404,3.0727,31.0,4.197685631629701,1.0771456123432979,2338.0,2.2545805207328833,34.14,
6405,4.7159,,6.561576354679803,1.0689655172413792,648.0,3.1921182266009853,,-118.01
6406,5.2329,33.0,,1.062645011600928,1239.0,2.874709976798144,34.13,-118.02
6407,7.7307,34.0,6.619528619528619,1.0740740740740742,,,34.13,-118.02
6408,4.9583,33.0,6.5515320334261835,1.0389972144846797,995.0,2.7715877437325904,34.13,-118.03
6409,,37.0,6.838905775075988,1.094224924012158,989.0,3.0060790273556233,,-118.02
6410,3.8029,35.0,5.641379310344828,1.0528735632183908,1110.0,2.5517241379310347,34.11,-118.02
6411,5.4555,36.0,6.395652173913043,,751.0,3.265217391304348,34.12,-118.02
6412,6.5784,38.0,,,870.0,3.096085409252669,34.12,-118.02
6413,,34.0,6.1943231441048034,,,2.9344978165938866,34.11,-118.03
6414,2.8352,20.0,,1.1169354838709677,1816.0,,,-118.01
6415,,23.0,4.698216735253772,,2202.0,3.0205761316872426,34.14,-118.01
6416,,31.0,4.497375328083989,1.0354330708661417,,2.7106299212598426,,-118.02
6417,3.1304,44.0,4.181208053691275,,1951.0,,34.15,
6418,,43.0,4.186385737439222,,1544.0,2.5024311183144246,34.15,-118.0
6419,3.2377,,,,3689.0,2.528444139821796,34.15,
6420,3.6336,27.0,,1.0813758389261745,2899.0,2.432046979865772,,-117.98
6421,2.5625,30.0,,,,4.194092827004219,34.14,-117.99
6422,3.2841,24.0,,1.0337972166998013,1869.0,3.7157057654075545,34.13,-118.0
6423,1.0548,31.0,3.0541176470588236,1.0141176470588236,1131.0,2.6611764705882353,,-118.0
6424,3.2723,39.0,,1.041237113402062,800.0,2.7491408934707904,34.14,-118.0
6425,3.5481,35.0,,1.0135746606334841,,3.3574660633484164,34.13,-118.0
6426,2.9605,37.0,4.48,1.06,1618.0,,,-117.99
6427,3.2857,,,,1504.0,4.6419753086419755,,-117.99
6428,2.5395,35.0,4.297520661157025,0.9545454545454546,1040.0,4.297520661157025,,-117.99
6429,,37.0,,0.975975975975976,928.0,2.7867867867867866,34.12,-118.0
6430,4.625,42.0,,1.0365853658536586,,,34.12,-118.0
6431,4.0729,,5.271875,1.0484375,1906.0,2.978125,34.13,-118.01
6432,4.5491,,,1.0454545454545454,657.0,3.3181818181818183,,-118.01
6433,,32.0,5.697058823529412,0.9764705882352941,922.0,2.711764705882353,,-118.01
6434,2.5114,32.0,4.208510638297873,,826.0,1.7574468085106383,,
6435,3.5625,43.0,,1.0486322188449848,1054.0,3.2036474164133737,34.11,-118.01
6436,4.2132,36.0,5.3478260869565215,0.9937888198757764,,2.4658385093167703,,-118.01
6437,,36.0,5.239130434782608,0.9809782608695652,1008.0,2.739130434782609,,-118.02
6438,,,,,,,,-118.02
6439,4.625,39.0,5.762452107279693,,718.0,,34.11,-118.02
6440,4.4236,,5.78140703517588,1.0452261306532664,1079.0,2.7110552763819094,34.1,-118.03
6441,,30.0,,1.174074074074074,1376.0,,,-118.03
6442,3.94,31.0,,1.0365384615384616,1473.0,2.832692307692308,,-118.03
6443,2.9422,32.0,,,,2.7948243992606283,,-118.03
6444,5.9175,,6.253012048192771,1.0873493975903614,988.0,2.9759036144578315,34.11,
6445,,44.0,,0.9917355371900827,405.0,3.347107438016529,34.11,-118.04
6446,7.1885,37.0,7.327586206896552,,598.0,3.4367816091954024,34.11,
6447,5.1509,42.0,5.911575562700965,1.0080385852090032,1779.0,,,-118.05
6448,,39.0,7.266081871345029,1.1169590643274854,1072.0,3.134502923976608,34.13,
6449,5.2249,39.0,7.064425770308123,,1113.0,3.1176470588235294,,-118.04
6450,6.5989,44.0,,0.9381107491856677,,3.0,,-118.04
6451,5.6916,30.0,7.022653721682848,1.029126213592233,,3.1844660194174756,34.12,-118.04
6452,,20.0,,1.128235294117647,2302.0,2.708235294117647,34.12,-118.05
6453,3.6639,25.0,5.126482213438735,1.1172595520421607,1848.0,2.4347826086956523,,-118.06
6454,4.5667,34.0,5.105902777777778,,1660.0,2.8819444444444446,,-118.06
6455,4.1875,35.0,5.474666666666667,0.984,1044.0,2.784,,-118.06
6456,3.2596,48.0,,1.1094890510948905,677.0,2.4708029197080292,,-118.05
6457,2.7656,36.0,5.286407766990291,1.1771844660194175,914.0,2.2184466019417477,,
6458,3.0854,39.0,5.344969199178645,,1196.0,,34.11,-118.06
6459,,39.0,5.669950738916256,1.0147783251231528,1590.0,,34.1,-118.04
6460,4.7931,36.0,,,889.0,3.0238095238095237,,
6461,3.8646,38.0,,1.0443349753694582,,2.625615763546798,,
6462,4.3523,42.0,5.588652482269503,1.1099290780141844,,2.471631205673759,34.1,
6463,3.5761,43.0,5.4880239520958085,1.062874251497006,786.0,2.3532934131736525,34.1,
6464,3.6995,38.0,,0.9587852494577006,1308.0,2.8373101952277655,,-118.06
6465,4.1488,38.0,5.438967136150235,,1155.0,2.711267605633803,34.1,-118.04
6466,4.6211,,,0.9808510638297873,1542.0,3.2808510638297874,,-118.04
6467,4.2321,30.0,5.1514423076923075,1.0264423076923077,,2.6610576923076925,,
6468,4.0179,42.0,5.13681592039801,1.0049751243781095,1313.0,3.2661691542288556,,-118.05
6469,4.0625,,5.487870619946092,,1096.0,2.954177897574124,,-118.06
6470,4.8594,,6.363636363636363,1.0714285714285714,,,34.1,
6471,,,5.227848101265823,1.0042194092827004,717.0,3.0253164556962027,34.09,
6472,4.2898,40.0,5.224867724867725,,1116.0,2.9523809523809526,34.09,-118.06
6473,2.5474,40.0,4.8879551820728295,1.0364145658263306,,3.6218487394957983,,-118.07
6474,4.0987,35.0,4.434782608695652,0.967391304347826,887.0,3.213768115942029,,-118.07
6475,2.9196,33.0,4.824528301886793,1.090566037735849,1715.0,3.2358490566037736,34.09,
6476,,34.0,4.546134663341646,1.139650872817955,,3.7032418952618453,34.09,-118.08
6477,,32.0,,,2316.0,3.0838881491344874,34.09,-118.08
6478,3.8304,34.0,5.040302267002519,0.9773299748110831,,,,
6479,4.037,35.0,,1.0197628458498025,,3.8537549407114624,34.08,
6480,2.8333,32.0,,,817.0,,34.09,-118.04
6481,3.5268,23.0,,1.0975609756097562,,3.3252032520325203,34.09,-118.05
6482,,32.0,,0.9925373134328358,1199.0,2.982587064676617,34.09,-118.02
6483,3.6944,29.0,,0.9852289512555391,2449.0,3.617429837518464,,-118.02
6484,2.6917,24.0,,1.0753138075313808,,4.133891213389122,34.09,-118.02
6485,2.8029,29.0,3.7739938080495357,1.0464396284829722,1152.0,,34.09,-118.03
6486,2.4464,,3.920704845814978,1.066079295154185,1732.0,,34.08,-118.03
6487,,34.0,5.099773242630386,1.0430839002267573,1544.0,3.5011337868480727,34.1,-118.0
6488,3.6094,29.0,4.930434782608696,,2331.0,3.378260869565217,,-118.01
6489,3.8085,27.0,4.351885098743267,0.9730700179533214,1713.0,3.0754039497307,34.1,
6490,3.4609,35.0,5.234567901234568,1.017283950617284,,3.3950617283950617,,-118.01
6491,3.994,29.0,,1.1016483516483517,1520.0,4.175824175824176,,-118.0
6492,,30.0,4.562,1.044,1969.0,3.938,,
6493,2.6071,28.0,4.76592082616179,,2452.0,4.220309810671257,,-118.02
6494,4.275,35.0,5.337175792507205,1.031700288184438,1414.0,4.07492795389049,,-118.01
6495,3.1944,32.0,,0.8935643564356436,1283.0,3.1757425742574257,34.09,-118.01
6496,4.6467,23.0,5.629757785467128,1.1003460207612457,1279.0,4.42560553633218,,-118.0
6497,,31.0,,1.0480928689883913,2830.0,4.693200663349917,34.08,-118.02
6498,3.25,37.0,4.2349726775956285,0.9781420765027322,,3.9672131147540983,34.08,-118.03
6499,2.9688,42.0,,,1311.0,3.7244318181818183,,-118.03
6500,2.3611,52.0,2.36,0.7866666666666666,269.0,3.5866666666666664,,-118.04
6501,2.0433,34.0,3.142857142857143,0.8461538461538461,752.0,4.131868131868132,34.08,-118.05
6502,2.7254,25.0,,1.099767981438515,4983.0,3.8538283062645013,,-118.05
6503,2.4914,30.0,,0.9976635514018691,1857.0,,34.08,
6504,2.5119,37.0,3.9292929292929295,1.0353535353535352,,,34.08,
6505,3.4202,,,,942.0,3.8448979591836734,,
6506,3.2569,,4.945273631840796,1.0,1239.0,,34.08,-118.06
6507,3.2312,38.0,,1.0278810408921932,1843.0,3.425650557620818,,-118.07
6508,,19.0,4.2,1.0621621621621622,,3.8567567567567567,34.07,-118.07
6509,2.806,37.0,4.979423868312757,1.037037037037037,,3.016460905349794,34.08,-118.07
6510,,,,,4119.0,,34.07,
6511,,30.0,3.340086830680174,0.975397973950796,3034.0,4.3907380607814765,,
6512,3.1042,37.0,4.508264462809917,1.1115702479338843,905.0,,34.07,
6513,2.1453,36.0,,1.0445205479452055,1307.0,,34.06,-118.03
6514,3.8125,39.0,4.487012987012987,1.0227272727272727,1090.0,3.538961038961039,,-118.04
6515,2.3098,39.0,3.7824074074074074,1.001543209876543,2536.0,3.9135802469135803,,-118.04
6516,2.9334,22.0,,,,4.5782967032967035,34.07,-118.01
6517,2.7721,26.0,2.8418367346938775,,,2.3214285714285716,,-118.01
6518,2.2559,24.0,3.837947332883187,1.0027008777852802,6626.0,4.474004051316678,,-118.01
6519,,21.0,,1.0811724915445322,,3.9774520856820743,34.07,-118.02
6520,2.4706,31.0,4.156593406593407,1.0686813186813187,,3.8351648351648353,,-118.03
6521,,24.0,2.8434466019417477,1.0121359223300972,3537.0,4.29247572815534,,-118.03
6522,2.4875,27.0,3.4573002754820936,1.078512396694215,3481.0,4.794765840220386,34.06,-118.03
6523,2.1383,31.0,,1.0278745644599303,1300.0,4.529616724738676,34.06,-118.04
6524,3.1875,30.0,,1.1384297520661157,,5.12603305785124,34.06,-118.04
6525,3.2132,39.0,,1.0745614035087718,,4.333333333333333,,-118.04
6526,2.1781,32.0,3.4900763358778626,0.9984732824427481,2991.0,,34.06,-118.05
6527,,45.0,3.1987951807228914,0.9879518072289156,722.0,4.349397590361446,,-118.05
6528,,25.0,3.441077441077441,0.9797979797979798,1570.0,5.286195286195286,34.06,-118.05
6529,2.5763,28.0,,1.0080645161290323,3160.0,5.096774193548387,34.06,
6530,,28.0,3.097560975609756,1.0540069686411149,,3.8048780487804876,34.06,-118.06
6531,,,4.945848375451264,1.0252707581227436,1062.0,3.8339350180505414,34.07,-118.07
6532,3.29,32.0,4.281675392670157,1.0209424083769634,,3.9528795811518322,34.07,-118.08
6533,2.5985,34.0,4.110157367668097,1.0271816881258942,,3.9456366237482117,,-118.07
6534,2.6579,,4.760456273764259,1.038022813688213,,5.083650190114068,34.05,-118.04
6535,3.7279,,5.447236180904523,1.015075376884422,,4.623115577889447,,
6536,,28.0,,1.055232558139535,1011.0,2.938953488372093,34.04,
6537,2.5445,24.0,,1.026685393258427,3818.0,5.362359550561798,34.06,-118.03
6538,3.0536,34.0,,,1043.0,4.554585152838428,,-118.04
6539,,35.0,,1.055232558139535,,4.438953488372093,,-118.04
6540,3.5,32.0,4.733918128654971,0.9444444444444444,1492.0,4.362573099415204,,-118.04
6541,4.2917,,5.245136186770428,,,4.272373540856031,34.04,-118.05
6542,2.375,,2.3333333333333335,0.7777777777777778,21.0,2.3333333333333335,,
6543,2.2577,,3.5850673194614444,1.1872705018359853,,,34.06,-118.02
6544,2.5562,34.0,3.1692913385826773,,,4.035433070866142,34.05,
6545,2.7955,36.0,,0.8567567567567568,1557.0,,,-118.03
6546,3.5129,36.0,4.352750809061488,1.0711974110032363,,4.889967637540453,34.05,-118.03
6547,2.1602,31.0,3.0842391304347827,0.9646739130434783,,4.665760869565218,,-118.01
6548,2.3611,28.0,3.739622641509434,,,4.320754716981132,,-118.02
6549,3.0625,33.0,4.338028169014085,1.1038732394366197,2932.0,5.161971830985915,34.05,
6550,,28.0,,1.0291193181818181,5041.0,3.5802556818181817,34.04,-118.02
6551,10.2289,34.0,7.447368421052632,0.9784688995215312,,2.72488038277512,,-118.09
6552,,34.0,7.176678445229682,,1525.0,2.6943462897526502,34.17,-118.07
6553,5.5418,36.0,5.8474576271186445,,,2.9418886198547214,,-118.07
6554,5.7051,35.0,5.7272727272727275,0.9973262032085561,,2.6363636363636362,34.17,
6555,,39.0,6.846607669616519,0.9911504424778761,,2.5958702064896757,34.18,-118.1
6556,9.532,50.0,7.114427860696518,0.9253731343283582,620.0,,,-118.11
6557,,52.0,7.539184952978056,0.9373040752351097,970.0,3.040752351097179,34.19,-118.12
6558,6.827,36.0,7.021428571428571,,1897.0,2.71,34.2,-118.11
6559,6.4288,,,1.081012658227848,,2.5873417721518988,34.2,
6560,4.7269,48.0,6.975274725274725,1.1675824175824177,930.0,2.5549450549450547,34.19,-118.13
6561,6.1824,,6.9,1.119047619047619,621.0,2.9571428571428573,34.21,
6562,5.6629,45.0,,0.8917748917748918,529.0,2.29004329004329,34.2,
6563,4.9312,46.0,6.052380952380952,1.1238095238095238,573.0,2.7285714285714286,34.2,-118.13
6564,2.92,43.0,4.927051671732523,1.1094224924012157,1015.0,3.0851063829787235,,-118.13
6565,,45.0,5.922570016474465,1.0197693574958815,1686.0,2.7775947281713345,34.19,-118.14
6566,,,5.9467592592592595,0.9861111111111112,1282.0,2.9675925925925926,,-118.14
6567,3.7932,37.0,,0.9944903581267218,1037.0,2.8567493112947657,,
6568,4.1518,52.0,5.546583850931677,0.9503105590062112,1018.0,3.1614906832298137,34.2,
6569,4.5,46.0,5.594795539033457,0.9702602230483272,857.0,3.1858736059479553,,-118.15
6570,5.4727,34.0,6.312785388127854,1.1757990867579908,1422.0,3.2465753424657535,,-118.15
6571,,48.0,4.853403141361256,0.9424083769633508,1126.0,2.9476439790575917,,-118.15
6572,3.6094,,5.820338983050847,1.064406779661017,868.0,2.942372881355932,,
6573,4.25,40.0,5.302593659942363,,1218.0,3.510086455331412,,-118.16
6574,,43.0,5.8957654723127035,1.1172638436482085,988.0,3.218241042345277,,-118.16
6575,5.9845,40.0,,1.099630996309963,853.0,3.1476014760147604,,-118.18
6576,9.8413,32.0,7.17004048582996,,,2.937246963562753,,-118.19
6577,8.3695,37.0,7.458745874587459,,,3.1056105610561056,,
6578,8.72,44.0,,1.0460251046025104,668.0,2.794979079497908,,-118.18
6579,7.419,41.0,,,859.0,2.8443708609271523,34.2,-118.19
6580,6.553,41.0,7.12,,680.0,3.022222222222222,,-118.19
6581,7.8375,40.0,,1.0178571428571428,609.0,2.71875,,-118.2
6582,6.7571,42.0,6.665178571428571,1.0580357142857142,665.0,2.96875,34.21,-118.2
6583,4.7734,41.0,6.572549019607843,1.031372549019608,757.0,2.9686274509803923,34.21,
6584,8.4802,,,,1268.0,2.6527196652719667,,
6585,9.2463,,8.12972972972973,1.0432432432432432,1240.0,3.3513513513513513,34.22,-118.21
6586,7.0059,39.0,6.681592039800995,1.037313432835821,1094.0,2.7213930348258706,,-118.22
6587,5.9771,37.0,6.088495575221239,1.0486725663716814,618.0,2.734513274336283,,-118.23
6588,,35.0,6.8277153558052435,1.0337078651685394,1409.0,2.6385767790262173,,
6589,6.987,44.0,6.736596736596737,,1219.0,2.8414918414918415,34.2,-118.2
6590,15.0001,48.0,8.845161290322581,1.0580645161290323,,3.4064516129032256,34.19,-118.18
6591,15.0001,34.0,,,,3.248031496062992,,-118.19
6592,15.0001,38.0,8.954732510288066,1.0946502057613168,798.0,3.2839506172839505,34.19,
6593,,43.0,7.335051546391752,1.0154639175257731,1467.0,2.520618556701031,34.17,-118.18
6594,9.4987,,7.00979020979021,1.0433566433566435,1699.0,2.3762237762237763,34.16,-118.18
6595,2.2328,,4.890350877192983,1.0701754385964912,1985.0,4.353070175438597,,-118.15
6596,,46.0,5.189024390243903,1.1341463414634145,,3.5365853658536586,,-118.15
6597,1.8932,44.0,4.782608695652174,,1345.0,,,-118.16
6598,2.4135,,,,559.0,4.140740740740741,34.18,-118.16
6599,3.1741,52.0,5.398190045248869,,703.0,,,-118.16
6600,2.8472,44.0,5.169741697416974,0.9077490774907749,607.0,2.2398523985239853,34.18,-118.17
6601,3.3125,42.0,4.890675241157556,,,3.594855305466238,,-118.15
6602,2.2326,42.0,,1.0596330275229358,1641.0,3.7637614678899083,34.19,-118.16
6603,3.5887,44.0,5.26378896882494,1.0767386091127098,1377.0,3.302158273381295,,-118.16
6604,4.375,38.0,5.40084388185654,0.9746835443037974,828.0,3.4936708860759493,34.18,
6605,4.0985,45.0,5.737179487179487,1.0128205128205128,,3.3173076923076925,,-118.17
6606,4.0714,42.0,5.843501326259947,1.0928381962864722,1012.0,2.684350132625995,,-118.13
6607,3.5164,47.0,,1.0742659758203799,1700.0,2.936096718480138,34.18,-118.14
6608,,49.0,,0.9651567944250871,737.0,2.56794425087108,34.19,-118.14
6609,,,4.278728606356968,1.0048899755501222,,3.4180929095354524,34.19,-118.15
6610,5.894,,6.0055401662049865,0.9750692520775623,,2.4986149584487536,,
6611,5.9009,52.0,,1.0408163265306123,,2.926530612244898,,-118.11
6612,6.3467,44.0,6.994065281899109,,891.0,2.6439169139465877,34.18,-118.12
6613,6.4223,52.0,6.340163934426229,1.0635245901639345,1309.0,2.682377049180328,34.18,-118.13
6614,,,5.375757575757576,0.9545454545454546,,,34.17,
6615,,48.0,5.5,1.1336633663366336,421.0,2.0841584158415842,34.17,-118.1
6616,4.99,,5.929701230228471,1.0509666080843585,1484.0,2.6080843585237257,,
6617,3.1115,46.0,,,1453.0,2.6466302367941714,,-118.11
6618,3.4777,47.0,,1.0665280665280665,,3.1954261954261955,34.18,-118.12
6619,5.8309,,6.477876106194691,0.9336283185840708,603.0,2.668141592920354,34.18,
6620,2.2692,37.0,,1.111842105263158,1551.0,2.5509868421052633,,-118.12
6621,,52.0,,1.0410094637223974,777.0,2.451104100946372,34.17,
6622,3.6094,52.0,5.171014492753623,1.0666666666666667,966.0,2.8,,-118.13
6623,3.9688,52.0,5.167173252279635,0.9635258358662614,996.0,3.027355623100304,34.18,-118.14
6624,4.0524,52.0,5.291666666666667,0.9642857142857143,1681.0,3.3353174603174605,34.17,-118.14
6625,2.7148,42.0,4.222052067381317,1.0918836140888208,,3.2343032159264933,,-118.14
6626,,50.0,,1.0092879256965945,1000.0,3.0959752321981426,,-118.14
6627,2.3,40.0,3.818840579710145,0.9094202898550725,1056.0,3.8260869565217392,34.17,-118.14
6628,2.3029,45.0,4.472602739726027,1.1369863013698631,3117.0,5.337328767123288,34.18,
6629,1.2891,18.0,4.12289156626506,0.9228915662650602,,3.5518072289156626,34.16,-118.15
6630,,,5.603174603174603,1.199546485260771,,3.766439909297052,34.16,-118.15
6631,1.7321,44.0,4.919540229885057,,925.0,3.5440613026819925,34.16,-118.16
6632,,46.0,5.913725490196079,1.0235294117647058,674.0,2.6431372549019607,34.17,-118.16
6633,4.1518,43.0,6.105263157894737,1.0813397129186604,,2.6076555023923444,34.16,-118.16
6634,6.07,,6.329317269076305,,696.0,2.7951807228915664,34.16,-118.16
6635,6.6031,19.0,6.190647482014389,1.0431654676258992,571.0,2.053956834532374,,
6636,,17.0,5.0060975609756095,0.9939024390243902,,1.396341463414634,34.15,-118.16
6637,2.575,39.0,3.591203104786546,1.0866752910737387,,3.2936610608020698,34.16,-118.14
6638,1.5156,52.0,,1.0810810810810811,,1.5337837837837838,34.15,
6639,1.1667,52.0,,1.1081081081081081,273.0,2.4594594594594597,,-118.15
6640,1.6921,52.0,3.240740740740741,1.005050505050505,,3.8013468013468015,34.16,-118.15
6641,2.3654,,4.686046511627907,,,4.058139534883721,34.15,-118.15
6642,2.3062,34.0,4.4148148148148145,1.1185185185185185,,3.838888888888889,34.17,-118.14
6643,2.1377,30.0,,0.9843953185955787,2869.0,3.730819245773732,,-118.14
6644,,20.0,4.16955017301038,1.0934256055363323,2135.0,3.6937716262975777,34.16,-118.15
6645,1.0846,36.0,,,,3.4133333333333336,34.17,-118.15
6646,3.2898,49.0,4.293216630196937,0.9518599562363238,1329.0,2.9080962800875274,34.17,-118.13
6647,2.6217,36.0,3.792091836734694,1.0293367346938775,,3.6301020408163267,34.16,-118.14
6648,2.7201,52.0,,1.1029411764705883,1716.0,3.1544117647058822,,-118.14
6649,2.2095,36.0,3.664406779661017,1.1152542372881356,1337.0,2.266101694915254,34.16,
6650,2.8125,24.0,3.5046728971962615,,579.0,1.8037383177570094,34.15,-118.13
6651,1.9923,41.0,,,855.0,2.2323759791122715,34.15,
6652,0.8438,17.0,,,,1.4892638036809815,,-118.14
6653,2.2174,,3.517175572519084,1.0782442748091603,1449.0,2.765267175572519,,-118.14
6654,,30.0,4.42713567839196,1.0452261306532664,,2.3618090452261304,34.16,-118.12
6655,2.4817,33.0,,1.0346820809248556,2050.0,2.96242774566474,,-118.13
6656,2.6038,18.0,,1.2230769230769232,1095.0,2.8076923076923075,34.15,-118.13
6657,2.1763,19.0,2.6273584905660377,1.0188679245283019,673.0,3.1745283018867925,,-118.12
6658,,22.0,,1.0835214446952597,1005.0,2.2686230248306996,,-118.12
6659,3.1875,9.0,,,1252.0,2.259927797833935,34.15,-118.13
6660,2.5903,,3.4643962848297214,,739.0,2.2879256965944275,,-118.13
6661,4.7098,52.0,5.955555555555556,1.094949494949495,,2.7535353535353537,34.17,-118.12
6662,4.0,,5.142857142857143,0.9807692307692307,984.0,2.7032967032967035,,-118.13
6663,3.6719,52.0,5.465753424657534,1.0753424657534247,1024.0,3.506849315068493,,
6664,,,,1.0414634146341464,1107.0,2.7,,
6665,4.3083,36.0,6.277292576419214,1.205240174672489,1131.0,2.46943231441048,34.17,-118.09
6666,4.2386,44.0,5.959488272921109,1.0575692963752665,1235.0,,,
6667,3.4811,44.0,5.011123470522803,0.9944382647385984,2296.0,2.553948832035595,34.17,-118.1
6668,3.0417,52.0,,,1308.0,2.8008565310492504,,-118.12
6669,5.4223,52.0,7.112612612612613,1.0337837837837838,1229.0,2.768018018018018,,-118.11
6670,,,5.6826484018264845,0.997716894977169,1101.0,2.5136986301369864,,
6671,,52.0,,0.8954248366013072,852.0,2.784313725490196,34.16,-118.11
6672,2.6172,40.0,4.4520547945205475,1.1621004566210045,1038.0,2.3698630136986303,,-118.11
6673,3.6474,26.0,3.923076923076923,0.998211091234347,1186.0,2.1216457960644006,,-118.11
6674,,35.0,,1.1640625,984.0,2.5625,34.15,-118.12
6675,5.0237,,5.2559241706161135,1.0355450236966826,,2.8696682464454977,34.16,-118.12
6676,,,5.748995983935743,1.0301204819277108,1412.0,,,
6677,3.0096,32.0,4.6350710900473935,1.0758293838862558,,2.5734597156398102,34.15,-118.1
6678,2.7431,14.0,4.204081632653061,1.075801749271137,782.0,2.2798833819241984,34.15,-118.1
6679,,42.0,5.629032258064516,,1713.0,2.7629032258064514,34.16,-118.08
6680,2.2321,,,,150.0,2.727272727272727,34.15,
6681,3.5568,52.0,6.090909090909091,1.2818181818181817,268.0,2.4363636363636365,34.15,-118.09
6682,4.3452,49.0,,,688.0,2.646153846153846,34.15,-118.09
6683,5.0393,,6.229461756373937,1.0141643059490084,942.0,2.668555240793201,,-118.09
6684,6.4761,39.0,6.536231884057971,0.9601449275362319,730.0,2.6449275362318843,34.16,
6685,4.2143,35.0,5.627002288329519,1.002288329519451,970.0,2.219679633867277,34.16,-118.07
6686,3.4087,,4.67948717948718,1.0128205128205128,672.0,2.871794871794872,34.15,-118.07
6687,3.375,42.0,5.095541401273885,1.0907643312101911,,2.656050955414013,34.14,-118.07
6688,,,,1.8709677419354838,,4.580645161290323,,-118.08
6689,,45.0,,1.0785714285714285,1903.0,,,-118.08
6690,6.1159,52.0,6.855614973262032,1.0106951871657754,431.0,2.304812834224599,34.14,-118.08
6691,8.4546,46.0,8.537931034482758,,377.0,2.6,34.13,-118.08
6692,7.4185,35.0,,,733.0,2.5189003436426116,,-118.08
6693,,42.0,,,1149.0,2.147663551401869,34.14,-118.08
6694,5.3377,40.0,5.768656716417911,1.0242537313432836,1457.0,2.718283582089552,,-118.09
6695,2.8007,45.0,4.113149847094801,1.0886850152905199,,2.290519877675841,34.15,-118.09
6696,3.5804,45.0,4.9056,,,2.0592,,-118.1
6697,6.0948,52.0,,,810.0,,34.14,
